country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Estonia,EST,2021-03-19,212261.0,157489.0,54772.0,7430.0,5888.0,16.0,11.87,4.13,4439.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-22-marts-oopaevaga-lisandus-993-positiivset-testi
Estonia,EST,2021-03-20,220882.0,163936.0,56946.0,8621.0,5783.0,16.65,12.36,4.29,4359.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-22-marts-oopaevaga-lisandus-993-positiivset-testi
Estonia,EST,2021-03-21,223166.0,166163.0,57003.0,2284.0,5322.0,16.82,12.53,4.3,4012.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-22-marts-oopaevaga-lisandus-993-positiivset-testi
Estonia,EST,2021-03-22,224511.0,167488.0,57023.0,1345.0,4758.0,16.92,12.63,4.3,3587.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-22-marts-oopaevaga-lisandus-993-positiivset-testi
Faeroe Islands,FRO,2021-01-29,3994.0,3993.0,1.0,,,8.17,8.17,0.0,,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-01-30,,,,,83.0,,,,1699.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-01-31,,,,,83.0,,,,1699.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-01,,,,,83.0,,,,1699.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-02,,,,,83.0,,,,1699.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-03,,,,,83.0,,,,1699.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-04,,,,,83.0,,,,1699.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-05,,,,,83.0,,,,1699.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-06,4657.0,4051.0,606.0,,83.0,9.53,8.29,1.24,1699.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-07,,,,,80.0,,,,1637.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-08,4783.0,4098.0,685.0,,77.0,9.79,8.39,1.4,1576.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-09,,,,,106.0,,,,2169.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-10,5355.0,4134.0,1221.0,,135.0,10.96,8.46,2.5,2763.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-11,,,,,128.0,,,,2619.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-12,,,,,120.0,,,,2456.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-13,,,,,112.0,,,,2292.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-14,,,,,108.0,,,,2210.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-15,,,,,103.0,,,,2108.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-16,,,,,66.0,,,,1351.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-17,,,,,30.0,,,,614.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-18,,,,,30.0,,,,614.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-19,,,,,30.0,,,,614.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-20,,,,,30.0,,,,614.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-21,5682.0,4167.0,1515.0,,30.0,11.63,8.53,3.1,614.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-22,,,,,67.0,,,,1371.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-23,6259.0,4172.0,2087.0,,104.0,12.81,8.54,4.27,2128.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-24,6713.0,4190.0,2523.0,454.0,164.0,13.74,8.57,5.16,3356.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-25,,,,,167.0,,,,3418.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-26,,,,,169.0,,,,3459.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-27,,,,,172.0,,,,3520.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-02-28,,,,,174.0,,,,3561.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-01,,,,,140.0,,,,2865.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-02,,,,,105.0,,,,2149.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-03,7041.0,4211.0,2830.0,,47.0,14.41,8.62,5.79,962.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-04,7394.0,4238.0,3156.0,353.0,91.0,15.13,8.67,6.46,1862.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-05,7563.0,4251.0,3312.0,169.0,108.0,15.48,8.7,6.78,2210.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-06,7925.0,4251.0,3674.0,362.0,153.0,16.22,8.7,7.52,3131.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-07,,,,,157.0,,,,3213.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-08,8068.0,4260.0,3808.0,,160.0,16.51,8.72,7.79,3274.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-09,,,,,181.0,,,,3704.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-10,,,,,201.0,,,,4113.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-11,,,,,178.0,,,,3643.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-12,8832.0,4901.0,3931.0,,181.0,18.07,10.03,8.04,3704.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-13,,,,,134.0,,,,2742.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-14,,,,,129.0,,,,2640.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-15,,,,,124.0,,,,2538.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-16,8967.0,4988.0,3979.0,,101.0,18.35,10.21,8.14,2067.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-17,9170.0,5173.0,3997.0,203.0,103.0,18.77,10.59,8.18,2108.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-18,9342.0,5309.0,4033.0,172.0,100.0,19.12,10.86,8.25,2046.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-19,,,,,76.0,,,,1555.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-20,,,,,74.0,,,,1514.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-21,,,,,72.0,,,,1473.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Faeroe Islands,FRO,2021-03-22,9427.0,5388.0,4039.0,,71.0,19.29,11.03,8.27,1453.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Falkland Islands,FLK,2021-02-07,0.0,0.0,,,,0.0,0.0,,,Oxford/AstraZeneca,Government of the Falkland Islands,https://www.facebook.com/FalkIandsGov/posts/4247731488574479
Falkland Islands,FLK,2021-02-08,,,,,189.0,,,,54264.0,Oxford/AstraZeneca,Government of the Falkland Islands,https://www.facebook.com/FalkIandsGov/posts/4247731488574479
Falkland Islands,FLK,2021-02-09,,,,,189.0,,,,54264.0,Oxford/AstraZeneca,Government of the Falkland Islands,https://www.facebook.com/FalkIandsGov/posts/4247731488574479
Falkland Islands,FLK,2021-02-10,,,,,189.0,,,,54264.0,Oxford/AstraZeneca,Government of the Falkland Islands,https://www.facebook.com/FalkIandsGov/posts/4247731488574479
Falkland Islands,FLK,2021-02-11,,,,,189.0,,,,54264.0,Oxford/AstraZeneca,Government of the Falkland Islands,https://www.facebook.com/FalkIandsGov/posts/4247731488574479
Falkland Islands,FLK,2021-02-12,,,,,189.0,,,,54264.0,Oxford/AstraZeneca,Government of the Falkland Islands,https://www.facebook.com/FalkIandsGov/posts/4247731488574479
Falkland Islands,FLK,2021-02-13,,,,,189.0,,,,54264.0,Oxford/AstraZeneca,Government of the Falkland Islands,https://www.facebook.com/FalkIandsGov/posts/4247731488574479
Falkland Islands,FLK,2021-02-14,,,,,189.0,,,,54264.0,Oxford/AstraZeneca,Government of the Falkland Islands,https://www.facebook.com/FalkIandsGov/posts/4247731488574479
Falkland Islands,FLK,2021-02-15,1515.0,1515.0,,,189.0,43.5,43.5,,54264.0,Oxford/AstraZeneca,Government of the Falkland Islands,https://www.facebook.com/FalkIandsGov/posts/4247731488574479
Falkland Islands,FLK,2021-02-16,,,,,167.0,,,,47947.0,Oxford/AstraZeneca,Government of the Falkland Islands,https://www.facebook.com/FalkIandsGov/posts/4247731488574479
Falkland Islands,FLK,2021-02-17,,,,,144.0,,,,41344.0,Oxford/AstraZeneca,Government of the Falkland Islands,https://www.facebook.com/FalkIandsGov/posts/4247731488574479
Falkland Islands,FLK,2021-02-18,,,,,122.0,,,,35027.0,Oxford/AstraZeneca,Government of the Falkland Islands,https://www.facebook.com/FalkIandsGov/posts/4247731488574479
Falkland Islands,FLK,2021-02-19,,,,,99.0,,,,28424.0,Oxford/AstraZeneca,Government of the Falkland Islands,https://www.facebook.com/FalkIandsGov/posts/4247731488574479
Falkland Islands,FLK,2021-02-20,,,,,76.0,,,,21820.0,Oxford/AstraZeneca,Government of the Falkland Islands,https://www.facebook.com/FalkIandsGov/posts/4247731488574479
Falkland Islands,FLK,2021-02-21,,,,,54.0,,,,15504.0,Oxford/AstraZeneca,Government of the Falkland Islands,https://www.facebook.com/FalkIandsGov/posts/4247731488574479
Falkland Islands,FLK,2021-02-22,1732.0,1732.0,,,31.0,49.73,49.73,,8900.0,Oxford/AstraZeneca,Government of the Falkland Islands,https://www.facebook.com/FalkIandsGov/posts/4247731488574479
Finland,FIN,2020-12-31,1767.0,,,,,0.03,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-01,,,,,459.0,,,,83.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-02,,,,,459.0,,,,83.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-03,,,,,459.0,,,,83.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-04,3604.0,,,,459.0,0.07,,,83.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-05,5445.0,,,1841.0,736.0,0.1,,,133.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-06,,,,,839.0,,,,151.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-07,8155.0,,,,913.0,0.15,,,165.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-08,11135.0,,,2980.0,1273.0,0.2,,,230.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-09,,,,,1353.0,,,,244.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-10,,,,,1433.0,,,,259.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-11,14196.0,,,,1513.0,0.26,,,273.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-12,17617.0,,,3421.0,1739.0,0.32,,,314.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-13,23126.0,,,5509.0,2332.0,0.42,,,421.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-14,33033.0,,,9907.0,3554.0,0.6,,,641.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-15,43143.0,,,10110.0,4573.0,0.78,,,825.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-16,,,,,4971.0,,,,897.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-17,,,,,5369.0,,,,969.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-18,54568.0,,,,5767.0,0.98,,,1041.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-19,55824.0,,,1256.0,5458.0,1.01,,,985.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-20,62061.0,,,6237.0,5562.0,1.12,,,1004.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-21,78300.0,,,16239.0,6467.0,1.41,,,1167.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-22,91260.0,,,12960.0,6874.0,1.65,,,1241.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-23,,,,,7253.0,,,,1309.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-24,,,,,7633.0,,,,1378.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-25,110651.0,106098.0,4553.0,,8012.0,2.0,1.91,0.08,1446.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-26,117007.0,110047.0,6960.0,6356.0,8740.0,2.11,1.99,0.13,1577.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-27,126910.0,117555.0,9355.0,9903.0,9264.0,2.29,2.12,0.17,1672.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-28,138323.0,127783.0,10540.0,11413.0,8575.0,2.5,2.31,0.19,1548.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-29,151790.0,137551.0,14239.0,13467.0,8647.0,2.74,2.48,0.26,1561.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-30,162277.0,144520.0,17757.0,10487.0,9222.0,2.93,2.61,0.32,1664.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-01-31,,,,,8404.0,,,,1517.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-02-01,163760.0,145557.0,18203.0,,7587.0,2.96,2.63,0.33,1369.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-02-02,163973.0,145770.0,18203.0,213.0,6709.0,2.96,2.63,0.33,1211.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-02-03,173372.0,149951.0,23421.0,9399.0,6637.0,3.13,2.71,0.42,1198.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-02-04,193917.0,159624.0,34293.0,20545.0,7942.0,3.5,2.88,0.62,1433.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-02-05,207303.0,164636.0,42667.0,13386.0,7930.0,3.74,2.97,0.77,1431.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-02-06,217844.0,169194.0,48650.0,10541.0,7938.0,3.93,3.05,0.88,1433.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-02-07,220116.0,170335.0,49781.0,2272.0,8157.0,3.97,3.07,0.9,1472.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-02-08,220636.0,170641.0,49995.0,520.0,8125.0,3.98,3.08,0.9,1466.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-02-09,227427.0,173558.0,53869.0,6791.0,9065.0,4.1,3.13,0.97,1636.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-02-10,233775.0,178005.0,55770.0,6348.0,8629.0,4.22,3.21,1.01,1557.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-02-11,247536.0,187384.0,60152.0,13761.0,7660.0,4.47,3.38,1.09,1382.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
Finland,FIN,2021-02-12,261342.0,197540.0,63802.0,13806.0,7720.0,4.72,3.57,1.15,1393.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
